text,label,label_quality_score,is_label_issue,pred_prob_normal,pred_prob_smishing
아니 일보러 나왓다가 핸드폰이 고장나서 언니 나 부탁하나 해도 돼? 나지금 급히 입금할건이 하나 잇는데 핸드폰이 고장나서 인증서오류가 떠서 은행에서는 오후 늦어야 된다고 해서 언니가 먼저 해줄수 잇나 해서,1,0.10862313,True,0.8913769,0.10862313
rfqu2z 음성 메일: 1개의 새로운 음성 메일이 있습니다. <URL> 이동하세요. PHP?6htes22y,0,0.10995691,True,0.10995691,0.8900431
kalpataru immensa kolshet rdthane bhkrs lac with Retailcmmercial pen Area thane Railwy stnkm 완비된 피트니스 센터,0,0.11068101,True,0.11068101,0.889319
VIP 고객이 되시면 현재 진행 중인 Blessed Friday Deals에서 10 추가 할인을 받으실 수 있습니다. 결제 시 FMA10 코드를 사용하고 크게 할인 받으세요. <URL> 쇼핑하기,0,0.111376874,True,0.111376874,0.88862306
"친애하는 pallavikaben shah 여사님, 저희 내부 정책으로 인해 현재 귀하에게 대출을 연장할 수 없습니다. 자본 우선으로 인해 불편을 끼쳐드려 죄송합니다.",1,0.11217892,True,0.887821,0.11217892
친애하는 relianceonemember는 이번 축제 시즌을 reliancetrends와 함께 축하합니다.rs를 위해 구매하면 주립 은행 신용 직불 카드에서 RS 선물 쿠폰 캐쉬백을 받을 수 있습니다.,0,0.1123035,True,0.1123035,0.88769644
actebaywk 쿠폰을 사용하여 Apple iPhone s GB를 RS Shop에서 최저 가격으로 구매하세요. 지금 httpgooglgclyb에서 오늘 최고의 가격을 만나보세요.,0,0.11241886,True,0.11241886,0.8875811
"친애하는 영웅님, 저는 적절한 기회를 얻기 위해 카타르 토나이트로 떠납니다. lt EMAIL gt 로 계속 연락해 주세요. ,케랄라",0,0.11339632,True,0.11339632,0.8866037
새 프로젝트 G.T.M Greens 럭셔리 앱 - Sonepat(delhi NCR) 엉덩이 및 지원 DHFL 가격:1529/-sq.ft 면적 2bhk-1250 3bhk-1650sq.ft <PHONE>,0,0.11415631,True,0.11415631,0.8858437
좋은 소식 !! 베스트셀러가 돌아왔습니다. 지금 쇼핑하기: <URL> 구독 취소를 위해 3627에서 reg 를 전송하세요.,0,0.114245065,True,0.114245065,0.88575494
"리키 님, 안녕하세요. KHK 아시아< >의 Serene에게 전화해 욕실 비품과 3층 욕조 및 레인 샤워기를 배달할 적절한 타이밍을 잡을 수 있나요? 감사해요. 욕조의 필러는 폐기물 손잡이 자체와 동일합니다. 확실하지 않은 경우 Serene에게 문의하여 확인하세요. 2층 욕조 역시 앞서 설명한 세면대 필러를 사용합니다.",0,0.11471625,True,0.11471625,0.88528377
"친애하는 고객님, 항공편 예약 시 mobikwik 캐시백을 받으세요. 자세한 내용은 wwweasemytripin에서만 호텔을 확인하세요. httpbitlymobease 서두르세요.",0,0.11519139,True,0.11519139,0.88480866
이건 널 위한 거야 내 사랑 ummmmaaaahh,1,0.11540666,True,0.8845933,0.11540666
bigbazaar shopprix wednesdayofferionionkg dovepantenehssunsilk 샴푸ml get rsoff redlabel teakg get rsoff Surfexcel matic buy getfree tc,0,0.115534596,True,0.115534596,0.88446534
XXXMobileMovieClub: 크레딧을 사용하려면 다음 문자 메시지에서 WAP 링크를 클릭하거나 여기를 클릭하세요>> <URL> xxxmobilemovieclub.com?n QJKGIGHJJGCBL,0,0.1166375,True,0.1166375,0.88336253
aircel이 당신을 위해 제안합니다 tt 유효성 d 지역 통화 pm d cb tt d 지금 충전하세요 서둘러,0,0.11669255,True,0.11669255,0.88330746
프리미엄 쥐 서비스 한도에 도달했습니다. RO로 변경하려면 예라고 답하세요. X분 전 X,1,0.11851974,True,0.8814803,0.11851974
Rs 160을 내고 Biryanis Kebabs Curries를 즐기고 Deez Biryani(델리/NCR 전역에 5개 매장)에서 Rs 350 상당의 음식을 즐겨보세요. 이 거래를 얻으려면 <URL> 방문하십시오.,0,0.118614346,True,0.118614346,0.8813856
lt gt 대단한 loxahatchee 크리스마스 트리 굽기 업데이트: 여기에서 별을 완전히 볼 수 있습니다,0,0.12178476,True,0.12178476,0.87821525
엄마 나 지금 휴대폰 액정깨져서 as맡기고 컴퓨터로 카톡접속햇어 바빠? 보이스톡 해요 0:16 소리하나도 안드려 컴퓨터로해서 그런가봐 문자로해줘 엄마 ! 선배일땜에 급해서 그래 어제 선배한테 받은돈 있는데 선배가 급하게 다시 보내달라고해서 내껄로 하려고 하니깐 인증서 오류떠서 안돼 은행에 문의 햇는데 월요일이체 가능하대 월요일오전에 다시 보낼게 먼저 선배쪽으로 이체좀 해줄수잇어? 원룸보증금이라 금액이 좀커서 그래 <MONEY> 이야,1,0.12230036,True,0.8776997,0.12230036
공화국의 날 특별 제안 충전 rs get rs 통화 시간 rs 전체 통화 시간 rs 추가 통화 시간 from to bsnl tn Circle,0,0.12231155,True,0.12231155,0.87768847
귀하는 L T 금융 서비스로부터 부동산에 대한 대출을 받을 자격이 있습니다. XXXXXXXXXXX에 미스 콜을 하여 높은 대출 자격 및 혜택에 대해 자세히 알아 보십시오.,0,0.12253182,True,0.12253182,0.87746817
sreekanthnth는 rs 이상의 최소 거래에서 최대 rs 캐시백을 받습니다. sreekanthnrgmailcom에 연결된 코드 rv를 사용하세요. 3월까지 두 번 유효합니다. airtel 사용자에게는 유효하지 않습니다. 지금 거래하세요 frchinfc,0,0.123128474,True,0.123128474,0.8768715
XXX B3T BÃÂNV 첫 번째 DepÃÂs t RM988 포트 B3T _BÃÂ CC RÃÂT _L V3 GÃÂM3 W3B rebrand.ly/MY188bSMS T3L3GR M rebrand.ly/TGCH,0,0.1251443,True,0.1251443,0.8748557
오늘 도착합니다: 귀하의 (d08) Amazon s7 패키지. 자세한 내용은 다음을 참조하세요.,0,0.12524125,True,0.12524125,0.8747588
IET 멤버십 신청서를 교수진에게 제출하고 9월 30일 이전에 결제를 완료하세요. 세부 정보가 SRM 이메일로 전송되었습니다. 지원: 전화,0,0.1267068,True,0.1267068,0.8732932
Peppertap bahutaasaanhai는 모든 파티 요구에 맞는 파티 매장을 제공합니다. httppeppertapcom에서 모든 pepsico 제품을 저렴하게 주문하세요 tnc,0,0.12931505,True,0.12931505,0.870685
"로고 및 그림 메시지가 포함된 할로윈 컬렉션과 무료 으스스한 톤, txt CARD SPOOK to 8007 zed <PHONE> 150p per logo/pic로 군중을 놀라게 하세요.",0,0.13026927,True,0.13026927,0.8697308
wwweasemytripin 프로모션 코드 emt를 사용하여 항공권에서 최대 할인을 받으세요. httpbitlyeasenews에 게시된 Easemytrip 새 기사를 읽어보세요.,0,0.13513792,True,0.13513792,0.8648621
"안녕하세요, 적절한 기회를 찾아 오늘 밤 카타르로 떠납니다. 계속 연락하겠습니다. 좋은 기회가 있을 경우를 대비해 제 ID로 메일을 보내주세요. 늦은 SMS를 후회합니다. 조심하세요:..... <EMAIL>",0,0.13897994,True,0.13897994,0.86102
재고 확보 시간이 몇 시간 남지 않았습니다. rs 이상 주문 시 할인 oct 사용 rs 이상 주문 시 할인 octvisit 사용 wwwzopnowcom 지금,0,0.14093886,True,0.14093886,0.8590611
"친애하는 고객 여러분, 귀하의 전화번호는 24시간 동안 정지되었습니다. 귀하의 전화번호로 Aadhar를 제출해 주시기 바랍니다. 즉시 고객 관리팀 XXXXXXXXXX에 전화해 주십시오.",0,0.14302206,True,0.14302206,0.85697794
XX Ps에 대량 SMS 보내기 2Factor.in의 기간 한정 제안 즉시 배송 DND로 전달 발신자 ID 사용 <URL>,0,0.14725915,True,0.14725915,0.8527409
payzapp 수요일 제안에 가입하세요 청구서 지불 시 정액 캐시백을 받으세요dth오늘 모바일 충전 payzapp을 통해 지불 제안 세부 사항을 보려면 방문bitlyguppz tc,0,0.15050894,True,0.15050894,0.84949106
Rollover의 Mid Winter Sale을 통해 정액 30 할인으로 이 축제 시즌을 축하하세요!! 매장 및 온라인: <URL> 축복의 금요일 세일의 마지막 며칠!,0,0.15648682,True,0.15648682,0.8435132
<URL> .com 양식 d e 1FAI pQLSdbyCSqlFqdGyht -OEAb1979aa814fbrf 99RYpIONHV7hxNEA viewform,0,0.15693897,True,0.15693897,0.84306103
오늘의 Voda 번호는 7548로 끝나며 <MONEY> 의 상금을 받게 됩니다. 일치하는 경우 <PHONE> 으로 전화해 청구 코드 4041 표준 요율 앱을 알려주세요.,0,0.15843034,True,0.15843034,0.84156966
"친애하는 모든 거래자 여러분, 오늘 제안 제안 제안 당신은 우리의 연간 반기별 및 분기별 패키지에 가입하세요 제안은 오늘 오후까지 유효합니다. 서둘러 서비스에 가입하세요 wwwsaiproficientcom",0,0.159831,True,0.159831,0.840169
4월 8일과 9일 ROYAL TAG BLESSED 세일 기간 동안 전체 주식에 대해 20 정액 할인을 받으세요. 온라인 쇼핑: bit.ly/royaltagpk1 매장 찾기: bit.ly/3FpWv0o,0,0.1632411,True,0.1632411,0.8367589
PAYTM 귀하의 WRWILL HILD PAYTM 언젠가 귀하의 PAYTM 완료 KYC PAYTM 사무실 PH XXXXXXXXXX,0,0.16503727,True,0.16503727,0.8349627
Moneycontrol 연말 특별 제안은 모든 poweryourtrade 구독에서 할인됩니다. httpbitlyitrucg를 방문하세요. 12월까지 유효합니다.,0,0.16506678,True,0.16506678,0.8349333
faasos는 응원을 멈추지 말고 오늘 wi eng pak 코드를 사용하거나 금지하고 팀이 최대 캐시백을 이기면 캐시백을 받으세요. rs는 더 많은 것을 알고 있습니다. orderfaasosiocheer,1,0.16767308,True,0.83232695,0.16767308
"천만예요 발송인과 어떤 거래를 하시나요? 당신의 소포에 문제가 있습니다. 세관 직원이 방금 당신의 소포를 스캔했는데, 당신의 소포에 현금이 들어 있는 것을 발견했습니다. 참고로 SECIAL 인증서에는 소포를 통해 송금된 현금이 제공되어야 합니다. 그들은 서류와 함께 온 소포에 대해 검색하려고 했지만 찾을 수 없었다. 나는 당신에게 즉시 증명서를 확보하라고 충고하고 싶다. 이 증명서 확보에 도움을 줄 수 있는 부서가 있지만 수수료는 678만 <MONEY> 이다,",1,0.17088023,True,0.8291198,0.17088023
신규 가입자 축하드립니다. 4월 정보 다이얼을 위한 RS 무료 텔레노르 수락샤 커버를 보유하시거나 shriram life가 보장하는 가장 가까운 텔레노르 매장을 방문하세요.,0,0.17108878,True,0.17108878,0.8289112
안녕하세요 Anjana Amazon에서 파트타임 일자리를 긴급 모집합니다. 매일 XXXX-XXXXX Rs를 벌 수 있습니다. Whatsapp wa.me/ XXXXXXXXXXXX를 추가하세요.,0,0.17302728,True,0.17302728,0.8269727
"아름다움에 감탄해요, 당신과의 만남은 운명 같아요. 제 이름은 Sarah, 뉴욕의 배우랍니다. 우리 관계를 발전시키며 특별한 추억을 만들어요? whatsapp SarahNYC",1,0.17539307,True,0.82460696,0.17539307
어이. Ami parchi na re. Kicchu kaaj korte iccha korche na. 전화 ta tul na. 제발. 제발.,0,0.17673951,True,0.17673951,0.8232605
kalrt infibeam incorporation ltd ipo는 이제 rs에서 rs까지의 전화 주문 가격대로 구독을 시작합니다.,1,0.18129307,True,0.8187069,0.18129307
일급 800- <NUM> EGP.AMZ be 온라인 고액 아르바이트 채용 컨설팅 <URL> 34m일급 800- <NUM> EGP.AMZ be 온라인 고액 아르바이트 채용 컨설팅,0,0.18613705,True,0.18613705,0.8138629
인도는 팀 indiamb가 득점할 때마다 mb 추가 재충전 kare rs se paaye gb g daysmb 추가를 얻습니다. 인도가 이기면 인도 matchrcom에서 유효합니다.,0,0.1878618,True,0.1878618,0.8121382
K.. I yan jiu liao... 토요일에 4 bugis vill one frm 10에서 3 den hop으로 가서 parco 4 nb로 갈 수 있습니다. Sun은 10시 30분부터 2시까지 영화를 볼 수 있습니다.,0,0.20086326,True,0.20086326,0.79913676
푸마 플랫 오프 세일 독점 미리보기로 새해 계획에 불을 붙이세요 친애하는 옹호자님이 12월 TC에 시작합니다,0,0.20331845,True,0.20331845,0.7966815
귀하의 하드웨어 지갑이 비활성화되었습니다. 새로운 KYC 규정으로 인해 vficton ledger.com.device.id. <NUM> .a.p vficton을 통과해야 합니다.,0,0.20933592,True,0.20933592,0.79066414
안녕하세요 vikash 네 맞습니다 오늘 모든 것은 판매가 끝나기 전에 지금 유일한 상점 아래에 있습니다 httpysmrtlnkinhzlnhh,0,0.29559594,True,0.29559594,0.70440406
