text,label,label_quality_score,is_label_issue,pred_prob_normal,pred_prob_smishing
저 사람은 체스터야,0,0.92528665,False,0.92528665,0.07471334
"응, 사람한테 문자를 잘못 보냈어",0,0.929858,False,0.929858,0.070141956
ㅋㅋㅋ 아직 고려 중이군요. 여기도 아니고 거기도 아닌 것 같군요. ㅋㅋㅋ.,0,0.93401116,False,0.93401116,0.06598883
이건 정말 끔찍하다,0,0.89123595,False,0.89123595,0.108764075
XXXMobileMovieClub: 크레딧을 사용하려면 다음 문자 메시지에서 WAP 링크를 클릭하거나 여기를 클릭하세요>> <URL> xxxmobilemovieclub.com?n QJKGIGHJJGCBL,0,0.1166375,True,0.1166375,0.88336253
긴급! 메리츠화재 보험료 확인 앱 업데이트 필요합니다. 안전하게 진행해주세요. <URL>,1,0.8201133,False,0.17988671,0.8201133
탈모 갑상선 피부 문제 등을 치료합니다. Dr batras두 명의 여성이 한 명 가격으로 동종요법 치료를 받을 수 있습니다. Marchcall까지 유효합니다.,0,0.86405164,False,0.86405164,0.13594837
Coinbase: 2단계 인증 설정 업데이트 요청이 실패했습니다. 이 문제를 해결하려면 즉시 지원팀에 문의하세요.,1,0.6829379,False,0.31706208,0.6829379
"나도 그 기분 알아요, 피트와 함께 했었거든요. 그 사람과 함께 갈까요? 다른 곳으로 갈까요?",0,0.9342059,False,0.9342059,0.06579414
여기요! 2u2 축하해요 id는 2를 좋아하지만 2는 집에 가야 했어요!,0,0.91420233,False,0.91420233,0.08579771
VM HDFC BANK 신용카드 고객님께 저희 은행원이 귀하의 거주지 사무실 주소를 방문하여 귀하의 미납 상태에 대한 편지와 팬카드 사본을 수집할 것입니다 귀하의 카드 계좌는 폐쇄될 것입니다 귀하는 어떤 은행과도 관계를 맺을 수 없습니다 .... 감사합니다 HDFC BANK SHUMANTOR 부매니저 소매 포트폴리오 관리 신용 카드,1,0.8286334,False,0.17136659,0.8286334
내 이름은 P.Geun Ryeong입니다. 저는 한국의 외국인 투자자입니다. 인도에 투자하고 싶습니다. 귀하의 서비스가 필요합니다. 저에게 이메일만 보내주세요. EMAIL,1,0.865737,False,0.13426302,0.865737
"-다.빈.치-무.료 , (원)예,시잘,뜨는 집소::개 - kayhr 3.com[M ]",1,0.89703697,False,0.10296304,0.89703697
"긴급한! FL1PKART 고객님께, 연락을 드리고자 합니다. 지난 주말 추첨 결과 Rs.5,00,000의 상금이 보장된 것으로 나타났습니다. <PHONE> 에 전화하세요. 청구 코드 FLIP82. 12시간 동안만 유효합니다.",1,0.90040606,False,0.09959394,0.90040606
애들것까지 올리네 이제 원가하락 햇음에도 불구하고 ㅡㅡ,0,0.9250038,False,0.9250038,0.07499619
"[즉시 지원] 간단한 영상 검토 알바, 일당 <MONEY> 보장. 빠르게 참여! 카톡: reviewjob123",1,0.8486096,False,0.15139034,0.8486096
푸마 플랫 오프 세일 독점 미리보기로 새해 계획에 불을 붙이세요 친애하는 옹호자님이 12월 TC에 시작합니다,0,0.20331845,True,0.20331845,0.7966815
미국의 군인 John과 이야기 나누고 싶어요. 당신의 마음을 들려주세요: soldier_john.kr - 특별한 제안이 있어요,1,0.5495482,False,0.45045176,0.5495482
M-1 같은 걸 보여주세요. 나는 방금 a와 a에 대해 고유값이 동일하지 않을 것이라고 말했습니다.,0,0.9326451,False,0.9326451,0.06735497
축하합니다. 9994XXXX56을 계정에서 직접 Rs XXXXXX로 선택하세요. 지금 등록하여 사용하세요. TnC __URL_0__ MOZHZNWQYHKAL,1,0.89813405,False,0.10186594,0.89813405
"아, 아. 감사해요!",0,0.9300117,False,0.9300117,0.06998834
오늘 특별 식료품 세일 오후 오후에만 mobikwik 코드에서 정액 RS 할인 추가 할인 시간을 좀 더 활용하세요 wwwaskmegrogcerycom tc 신청,0,0.10228837,True,0.10228837,0.89771163
당신의 계좌번호는 무엇입니까?,0,0.92594683,False,0.92594683,0.07405321
모르겠어요. 어. 그래야 할까요? 그럼 우리 학생이랑 먼저 아이스브레이킹 게임을 할까요?,0,0.9277245,False,0.9277245,0.07227558
여행 탐색 여행 가방 콤보를 찾아보세요. 이제 Askmebazaar 상점에서만 가능합니다. httpgooglyyf mobikwik의 추가 캐시백,1,0.89901996,False,0.10098004,0.89901996
당신. 엄청난 잼에 갇혔어요. 당신은?,0,0.93149686,False,0.93149686,0.06850311
친애하는 후보자 셀레늄 무료 데모 세션이 오후 9월에 시작됩니다. 자리를 확인해주세요. 마드리드 소프트웨어 교육에 연락하세요. 사켓 델리,1,0.8820967,False,0.1179033,0.8820967
부자ČąŠiŃò신규 [ 만]안전하게 집에서산뜻한 봄향기 당신을 응원합니다국내 최고 a 2 ⑨.com,1,0.90213805,False,0.097861975,0.90213805
해외선물 Al인공지능신호 하루 만원씩 실현 잠시후 kakao.opne.s.톡방.com(참여코드: ) 클릭 [N ],1,0.9046738,False,0.095326185,0.9046738
채팅 서비스에서 더 이상 메시지를 수신하지 않습니다. 무료 하드코어 서비스를 받으려면 문자 메시지를 다음 주소로 이동하세요: <PHONE> 아무것도 얻지 못한 경우 해당 네트워크에서 연령을 확인하고 다시 시도해야 합니다.,1,0.82100797,False,0.178992,0.82100797
친애하는 고객 귀하의 PTM eKYC가 오늘 만료됩니다. 고객 관리 센터에 전화하십시오. 아니요 XXXXXXXXXX 즉시 귀하의 PT M 계정이 24시간 차단되었습니다. 감사합니다.,1,0.8721934,False,0.12780662,0.8721934
"문 열어, 나 여기 있어",0,0.9280617,False,0.9280617,0.071938254
"안전한 거래를 위해 [현대카드] 앱 재설치 필요, 지금 바로 설치 <URL>",1,0.887502,False,0.112497985,0.887502
나는 지금 사무실에 있다. < >분 동안 전화하겠습니다 :),0,0.9235061,False,0.9235061,0.07649391
방금 목욕했어요. Truman은 < > SMS를 기부했습니다.,0,0.896542,False,0.896542,0.103457995
"친애하는 고객 여러분, 오늘 추첨을 위해 15성급 호텔에 머물기로 선택하셨습니다! 5,00,000루피 상당의 휴일. 대리하려면 <PHONE> 번으로 전화하세요",1,0.83451384,False,0.16548619,0.83451384
온니옵빠들섭스팍팍쏩니다노랑고기보고지갑채워가세요썬물 개지급M ⑨ f .com,1,0.8820115,False,0.11798856,0.8820115
프라바..난 소리다야..정말..안심해서 미안해,0,0.9257835,False,0.9257835,0.07421646
"친애하는 소비자 여러분, 지난 달 청구서가 업데이트되지 않아 오늘 밤 9시 30분에 전기 사무실에서 전력 공급이 중단됩니다. 즉시 전기 담당관에게 연락하십시오 XXXXXXXXXX 감사합니다",1,0.37693173,False,0.62306833,0.37693173
응 정말 고마워!!!,0,0.92343575,False,0.92343575,0.076564275
"하하 자신과 가족을 대접하세요! 하하 맙소사, 하루 종일 목욕하는 것은 아니지만 하루가 끝나면 목욕을 하게 되겠죠? 싱가포르에서는 좀 더 레, 존나 더워요! 하하 아마도요. 그 사람이 뭘 하고 있었는지 모르겠어요!",0,0.9336545,False,0.9336545,0.06634554
프 라 하 주말 공휴일 쳣 스포츄 고뱨당 발매에뵬 먜츙 va- ra.com,1,0.8987804,False,0.1012196,0.8987804
"친애하는 고객님, 항공편 예약 시 mobikwik 캐시백을 받으세요. 자세한 내용은 wwweasemytripin에서만 호텔을 확인하세요. httpbitlymobease 서두르세요.",0,0.11519139,True,0.11519139,0.88480866
"테헤란 이전안내 뱃 ② - .COMCODE NＴ 쳣② ,먜① 재재없는햬외식먜이져는다르다",1,0.87514156,False,0.1248585,0.87514156
Ftv-G .comKBO 시작!제제없음!커 드 ZK,1,0.88682914,False,0.113170885,0.88682914
"잔금 , 원찾아가시면됩니다l D 본인 핸폰 번호패 스 g o- ⑧.com",1,0.87211645,False,0.12788357,0.87211645
나중에는 아빠차를 운전할 수 있겠네요...,0,0.9174072,False,0.9174072,0.08259279
"무료 TV 앱을 다운로드하려면 httpappmyairteltvin을 클릭하세요. 데이터 지원 에어텔 모바일에서 인기 있는 TV 채널을 시청하세요. 무료로 채널을 즐기세요. 임대료가 없고, 비용이 청구되지 않습니다.",1,0.87579316,False,0.12420684,0.87579316
난 아마 뮤 주변에 많이 있을 거야,0,0.9312622,False,0.9312622,0.06873783
하하 tmr! 곧 출시됩니다 하하하 (: 알았어 알았어 갑자기 두드려도 돼:P 내 머리는 생화학을 전혀 흡수하지 않습니다! 하하 그래 나도 멋진 도구를 원해요!하하 지금 놀러 가세요!,0,0.9323025,False,0.9323025,0.067697525
[투] 프라그마틱/게임 가입시 코/드 - z zk ⑧ .com,1,0.905709,False,0.09429102,0.905709
Rofl betta는 일부 노화 방지 제품에 투자합니다.,0,0.8990874,False,0.8990874,0.1009126
이종석 관상 영화 연기잊지못함혼자 붕붕 연기많이늘어 대상 준건가?,0,0.9103993,False,0.9103993,0.08960069
긴장감 아? 무슨 마치? 무슨 문제 있어?,0,0.9254723,False,0.9254723,0.0745277
친애하는 relianceonemember는 이번 축제 시즌을 reliancetrends와 함께 축하합니다.rs를 위해 구매하면 주립 은행 신용 직불 카드에서 RS 선물 쿠폰 캐쉬백을 받을 수 있습니다.,0,0.1123035,True,0.1123035,0.88769644
으아아아 잠도 안 잤어! 젠장 내가 일어나면 꼭 보내야지 ㅋㅋㅋ,0,0.9332317,False,0.9332317,0.06676831
어이. Ami parchi na re. Kicchu kaaj korte iccha korche na. 전화 ta tul na. 제발. 제발.,0,0.17673951,True,0.17673951,0.8232605
충전으로 전체 통화 시간 확보 RS 통화 시간 및 RS 통화 시간 재충전 오늘 전화해서 더 많은 혜택을 받으세요,1,0.72269684,False,0.27730313,0.72269684
좋아요. 수업 전에 도서관에 갈 수 있는지 확실하지 않기 때문에 몇 시에 갈 수 있는지 잘 모르겠습니다. 노력하겠습니다. 언젠가 만나요! 좋은 하루 보내세요.,0,0.90928227,False,0.90928227,0.09071775
"안녕하세요, 제 이름은 제임스, 뉴욕의 유명 병원에서 일하는 의사입니다. 한국 방문 중 특별한 건강 기회를 알려드리고 싶어요. 확인 링크: bit.ly/3JxKZZZ",1,0.81297714,False,0.1870229,0.81297714
"발신자 태그 : [글로벌 연인] 메시지 : 사랑스러운 당신, 저는 캐나다의 군인 Josh입니다. 특별한 기회를 공유하고 싶어요. shorturl.kr/SpecialOffer 금액 : <MONEY> 인증 문구 : CONFIRM: MILITARYLOVE 긴급성 표현 : 지금 바로 연락 부탁드립니다.",1,0.8387849,False,0.16121514,0.8387849
오빠땜시 항상 행복한 미란이가..,0,0.9208857,False,0.9208857,0.07911432
정말 감사합니다. 궁금한 점이 있으면 언제든지 문의해 주세요.,0,0.9326326,False,0.9326326,0.067367345
나는 햄버거를 먹는다,0,0.91473514,False,0.91473514,0.08526485
모르겠어요. 나중에 확인해 보겠습니다. ?? 걱정하지 마세요. 천천히 시간을 가지세요.,0,0.92638594,False,0.92638594,0.07361412
응 내가 걔한테 화냈어!!!!,0,0.93253684,False,0.93253684,0.06746322
친애하는 고객 여러분의 SBI YONO 계정이 오늘 정지되었습니다. PAN 카드를 업데이트하십시오. 즉시 <URL> 링크를 제공하십시오.,1,0.83325845,False,0.16674152,0.83325845
그들은 단지 쉽게 갚을 수 있게 만들고 있을 뿐입니다. 말할 수 있는 시간은 < >년이지만 더 일찍 갚을 수 있습니다. 당신은?,0,0.90864146,False,0.90864146,0.09135855
나는 그렇게 생각하지 않는다,0,0.91155654,False,0.91155654,0.08844348
"한국의 아름다움에 빠진 저는 캐나다 의사 Susan입니다. 서로의 미래를 함께 계획하고 싶어요. 신속한 응답 필요, 250만 원 투자 제안 m.carefulplan.kr",1,0.8786202,False,0.12137974,0.8786202
백신 접종을 증명하는 코로나 패스를 수락하세요. 참조 번호는 XXXXXX입니다. <URL> 방문하세요.,1,0.8365399,False,0.16346012,0.8365399
"투자 고수방, 오늘만 코인 30 급등! 리딩 체험 무료! 카카오톡 <URL>",1,0.9039723,False,0.09602769,0.9039723
알았어 나중에 너한테 전화할게,0,0.9273062,False,0.9273062,0.0726938
몸이 안 좋아 우리 집으로 와,0,0.9247602,False,0.9247602,0.07523976
응 알았어 알았어. 사티암에는 오후 7시가 있어. 그게 더 나을지도.. ea < >.. 좀 늦었지?,0,0.92406446,False,0.92406446,0.07593559
[대박 코인 리딩] 오늘부터 10 보장 수익! 전문가와 함께. cryptoPros4U 문의해보세요,1,0.887029,False,0.11297101,0.887029
actebaywk 쿠폰을 사용하여 Apple iPhone s GB를 RS Shop에서 최저 가격으로 구매하세요. 지금 httpgooglgclyb에서 오늘 최고의 가격을 만나보세요.,0,0.11241886,True,0.11241886,0.8875811
요즈 안녕... 요즘 좀 자주 나가는데... 헤헤... 내 결과도 나왔고 모듈 등록도 반나절 남았어... 뭐야? 결과를 봤어?,0,0.93147564,False,0.93147564,0.068524376
곧 도달할 것이다,0,0.91190445,False,0.91190445,0.0880956
그랜드 오프닝 그냥 비용을 지불하고 전체 bdy 마사지를 받으세요 무료 정장 길이는 RS Seven Spa lgf shopprix 쇼핑몰 부문 vaishali 전화에 해당합니다,1,0.84698474,False,0.15301526,0.84698474
"하하하 바랍니다! 하하하 진행에 실패했어요! 하하하 정말요? 몰랐어요 하하:P 의회 수준의 회의, 내 친구들은 모두 아직 몰라요. 왜냐하면 우리는 결국 우리에게 책을 사달라고 요청하는 tchrs에 대한 많은 경험을 얻었기 때문에 결국에는 사용해야 하지 않겠습니까 하하._.",0,0.9261146,False,0.9261146,0.07388542
방콕에서 여름 휴가를 보내세요. 말라바르 골드 다이아몬드 온라인 구매 시마다 확실한 선물을 받으세요. 며칠만 제공됩니다. 왼쪽 클릭 httpgooglvryjai,1,0.89636487,False,0.10363518,0.89636487
은행 앱에 플러그인을 추가하세요. <URL> 다운로드하려면 클릭하세요.,1,0.8947627,False,0.10523729,0.8947627
와 정말 대단해요! 잊어버렸어요 :) 루비에게 안부 전해주세요!,0,0.9284483,False,0.9284483,0.07155171
1. 약 12-14개의 무작위 상점을 보았습니다. 디자인이나 마감이 마음에 들지 않았습니다.,0,0.92484486,False,0.92484486,0.07515516
가만히나 있어 ㅡㅡ,0,0.9005618,False,0.9005618,0.09943818
"배트공비공개>공개전환새로운 가족체험쿠폰 만원 지급 , , O , O Z⑦ .comC DE : ZP",1,0.85286665,False,0.14713335,0.85286665
"술 처 먹고 사고 쳤으니, 따블로 징역 살게 해라",0,0.9123971,False,0.9123971,0.08760286
당신이 장기 휴가를 갈 예정이고 제가 제 상사를 바꿀 수 있다는 내용의 이메일을 저에게 보내주실 수 있나요?,0,0.48003647,False,0.48003647,0.5199635
나는 당신을 낯선 사람으로 만났고 당신을 나의 친구로 선택했습니다. 세상이 있는 한 우리의 우정은 끝나지 않습니다. 영원히 친구하자!!! 굿 니트...,0,0.91481805,False,0.91481805,0.08518199
근데 소송가면 진다는글보니 걱정할것도 아니네 소송가면 질텐데뭐??,0,0.9070824,False,0.9070824,0.09291761
안녕하세요 vikash 네 맞습니다 오늘 모든 것은 판매가 끝나기 전에 지금 유일한 상점 아래에 있습니다 httpysmrtlnkinhzlnhh,0,0.29559594,True,0.29559594,0.70440406
이게 다 박근혜 때문이다 박근혜는 뭘했나,0,0.9248449,False,0.9248449,0.07515511
하하.. 어느 상사?,0,0.9309284,False,0.9309284,0.06907154
내 동생과 그의 가족과 함께 새해를 보내고 있습니다. 다음 주에 만날 계획을 세우자. 버릇없게 될 준비가 되셨나요? :),0,0.9155039,False,0.9155039,0.08449611
배송 주소가 정확하지 않아 패키지를 배송할 수 없습니다. <URL>,0,0.7322895,False,0.7322895,0.2677105
히에에에에에! 이슌 레에 도달합니다. 사양 너도 그렇고.,0,0.93248177,False,0.93248177,0.06751823
죄송해요. 회의 중에 나중에 전화할게요,0,0.928976,False,0.928976,0.07102401
Maya Garden Avenue는 Chandigarhambala 고속도로의 매우 좋은 위치에 지역 최초의 친환경 주거 프로젝트를 선보입니다. naveen rawat mgr sale에 문의하세요.,1,0.8375269,False,0.1624731,0.8375269
"야 너도 텔루구어도 알지..그거, 거드..k, 거드 뉴트..",0,0.873665,False,0.873665,0.12633502
[투]추억의게임무료체험 장노랑생선보고깐딴히 가꼬갑니다m ⑨①f .com,1,0.88548934,False,0.11451065,0.88548934
점심 먹으러 돌아오나요?,0,0.9179309,False,0.9179309,0.082069114
"안녕하세요, 오랫동안 채팅이 없었습니다! 곧 수정하겠습니다!",0,0.93349457,False,0.93349457,0.066505484
와샤오가 너무 높아서 안 하는 게 좋을 것 같아요. 나한테 몇 < > k가 있어 월요일에 가져갈게 lah,0,0.9282458,False,0.9282458,0.07175421
전생의 어린 왕의 간신은비서일 듯...,0,0.90621626,False,0.90621626,0.093783766
영화에 나오네요... 자동차 오레디를 모아보세요...,0,0.9106481,False,0.9106481,0.08935193
응 공주님! 당신을 행복하게 해주고 싶어요...,0,0.9142882,False,0.9142882,0.085711785
지금 당신의 임무는 어떻습니까?,0,0.92948616,False,0.92948616,0.07051386
? 빅 토 리 ?? O 부터? OO O 까지 매일페이백 vt .com,1,0.8952968,False,0.104703195,0.8952968
나 오늘 보고 있어....,0,0.92999625,False,0.92999625,0.07000369
해외 기업체로써차별화된 공간 약속 드립니다페(E)백 매주 나오는곳안sw내ntq.com <-안ㄴㅐ장,1,0.85314834,False,0.14685169,0.85314834
아 이제 내가 뚱뚱해지면 넌 나를 원하지 않을 거야... 이제 난 안돼 리아오,0,0.91535294,False,0.91535294,0.08464707
안녕하세요 globus에서 가장 큰 할인이군요. 이제 1월에 globus f의 대부분 품목을 단종시켰습니다. 오직 globus tc로 달려가세요,0,0.6950051,False,0.6950051,0.3049949
남자가 83퍼라 역시 댓글이 빻았다,0,0.9132802,False,0.9132802,0.08671985
보안팀 알림: 경찰청 앱 최신 버전으로 업데이트 필요. apk 링크 확인하세요. <URL>,1,0.9011887,False,0.09881135,0.9011887
죄송합니다...전화번호가 없습니다 선생님,0,0.9290529,False,0.9290529,0.0709471
이관 원확인해주세요l D 페 스 r-② ②.com,1,0.84618264,False,0.1538174,0.84618264
신규 가입자 축하드립니다. 4월 정보 다이얼을 위한 RS 무료 텔레노르 수락샤 커버를 보유하시거나 shriram life가 보장하는 가장 가까운 텔레노르 매장을 방문하세요.,0,0.17108878,True,0.17108878,0.8289112
TV를 봤어 자기야,0,0.92363566,False,0.92363566,0.07636435
[네이버페이] 긴급! 보안 패치 적용 필요. 아래 링크로 업데이트하세요 <URL>,1,0.88283193,False,0.117168054,0.88283193
soc는 언제 썼지... 집에서만 사용하는데... ar라는 단어에 어떻게 입력하는지 모르겠네요...,0,0.9341652,False,0.9341652,0.06583488
"급등주 투자 기회, 리딩방 무료 체험! 카톡방 초대: <NUM> 이번 기회 놓치지 마세요!",1,0.90138644,False,0.09861353,0.90138644
"브라보, 플러스, 콜, 런 회원님들중 재가입 이용시 레벨 혜택 그대로h - ②.com",1,0.8460607,False,0.15393935,0.8460607
흠... 몇 센트는 있는 것 같은데... 이런... 오세요?,0,0.9134189,False,0.9134189,0.08658115
형님한번놀러오세요 / / 첫 이상(기프티콘증정)매일올인 콤푸지급코드 az meyu.com,1,0.8500549,False,0.14994511,0.8500549
"친애하는 Arputharaj D. Incometax_Dept에서는 아래 링크를 클릭하여 청구되지 않은 연체 세금 환급액 Rs 20,418 <URL> 대한 송금 요청을 제출하도록 요구합니다.",1,0.8908109,False,0.10918912,0.8908109
"스퐃츠,카즤노먜이져뱃피스트FＦFＦ- ⑨ ②.COM열쐬 SK 쳣② ,먜① 재재없는햬외식먜이져는다르다[M ]",1,0.8429558,False,0.1570442,0.8429558
하하. 다음에는 괜찮지? 오늘 밤에 프로그램이 있어요.,0,0.937479,False,0.937479,0.06252104
그녀는 지금 무엇을 좋아하나요?,0,0.93086624,False,0.93086624,0.06913374
"ㅋㅋㅋ 네, 그럼 선물로 좀 나눠드릴 수도 있겠네요. :디",0,0.9352806,False,0.9352806,0.0647194
이것은 당신의 얼굴 테스트입니다(1 2 3 4 5 6 7 8 9 < >). 아무 숫자나 선택하세요. 당신의 얼굴 점성술을 알려드리겠습니다.... 기다리고 있습니다. 빠른 답장...,0,0.767023,False,0.767023,0.23297694
나의 메이슨 이동 방법,0,0.91661364,False,0.91661364,0.08338638
pritam은 하이킹에서 무료로 전송되었습니다. 표준 SMS 요금으로 답장하려면 httphikein에서 하이킹을 다운로드하여 무료로 채팅하세요.,1,0.8815256,False,0.11847443,0.8815256
[경찰청] 안전 확인 필요! 미납 과태료 <MONEY> 즉시 납부하세요. 링크 클릭 필수 <URL>,1,0.8892361,False,0.110763885,0.8892361
Fedex 일찍 보고 싶어서 죄송합니다. 재배송을 예약할 소포가 있습니다. <URL> 추적 <PHONE> 를 방문하세요.,1,0.9038736,False,0.09612635,0.9038736
예. 이미 얻었습니다.,0,0.90641713,False,0.90641713,0.09358287
ㅋㅋㅋ 잘 모르겠는데... 부기스 지역인지 sth인지?,0,0.9326034,False,0.9326034,0.06739659
[투자 VIP 클럽] 매주 수익 인증! 이번 주 급등주만 모아봤어요. 무료 입장 혜택: <URL>,1,0.83544195,False,0.16455805,0.83544195
언젠가 이 avo에 대한 잡지 회의를 할 수 있나요?,0,0.911413,False,0.911413,0.08858696
죄송합니다. 지난 몇 시간 동안 바빠서요. 나는 이제 자유다.,0,0.9165226,False,0.9165226,0.08347738
아니 ㅋㅋㅋ 난 심지어 음식도 못 먹어,0,0.9288468,False,0.9288468,0.07115324
저희캐럿들이있으니까힘내세요!,0,0.8966393,False,0.8966393,0.103360735
운전. 나중에 다시 전화해주세요.,0,0.9119555,False,0.9119555,0.08804452
듀>신규님지원목록- I o 만 x bvc ⑦.com,1,0.89870906,False,0.101290956,0.89870906
"zzzz 미안해요, 아직 안 왔어요. 제 형님이 저를 위한 빈 공간을 원하거든요.",0,0.93322766,False,0.93322766,0.06677238
"안녕하세요, Emily입니다. 영국에서 의사로 일하며, 당신의 이야기에 깊이 감동받았어요. 잠깐 투자 기회를 알려드릴게요. <URL> 인증: HEALTHYGO",1,0.87819123,False,0.12180881,0.87819123
