text,label,label_quality_score,is_label_issue,pred_prob_normal,pred_prob_smishing
제가 가도 될까요?,1,0.008096261,True,0.9919037,0.008096261
"fri nite oso에 갈 생각이야... 어 목요일엔 힙합도 있고, 나도 가고 싶어... 이런...",1,0.0081062885,True,0.9918937,0.0081062885
아 정말 바람이 많이 빠졌어요!!! 시안):,1,0.008109821,True,0.9918902,0.008109821
"네, 괜찮아요.",1,0.008113253,True,0.9918867,0.008113253
알았어 시간을 다시 알려줘 어. 집에 먼저 가서 자요.,1,0.008122649,True,0.9918773,0.008122649
너 Lucknow 친구와 함께 있어 줄래?,1,0.0081543205,True,0.99184567,0.0081543205
하하 알았어 오후 1시 수업이야. 나중에 2개 샀어요. 그런데 풍선은 안 줘요 ㅋㅋㅋ.,1,0.008167817,True,0.99183214,0.008167817
여자 논리 양복 사러 갔는데 신발이 예뻐서 이 핸드백을 샀어요,1,0.008194367,True,0.9918057,0.008194367
아 알겠습니다.. 언제 도착하시나요?,1,0.008202955,True,0.991797,0.008202955
"안녕하세요, 오후 5시에 시간 맞춰주실 수 있나요?",1,0.008216775,True,0.99178326,0.008216775
지금 복도로 돌아가는데... 하지만 우리 선생님은 레에 없어요. 그 사람이 금요일이라고 말한 것 같은데?,1,0.008223663,True,0.99177635,0.008223663
HBD! 내 집에서 파티 2nite! ??,1,0.008242566,True,0.99175745,0.008242566
"안녕! 데빈, 난 릭이에요.어디서 왔나요?",1,0.008244917,True,0.9917551,0.008244917
"응, 그렇지! 글쎄요",1,0.008248197,True,0.99175185,0.008248197
"ftdi가 당신과 함께 있나요, 아니면 연구실에 있나요?",1,0.008269193,True,0.99173087,0.008269193
"조이: 맙소사, 거기 누구 없나요?",1,0.008290461,True,0.99170953,0.008290461
우리가 남성 스트리퍼들로 구성되어 있었던 것을 기억하시나요?,1,0.008300213,True,0.9916998,0.008300213
"음, 영수증이 첨부되어 있을 텐데요. 다시 한번 확인하시나요?",1,0.008318044,True,0.991682,0.008318044
"응, 하지만 내 아마 hse로 먼저 갈지는 잘 모르겠어",1,0.008319437,True,0.99168056,0.008319437
아아 알았어 그럼 5로 해라. 2식당에서 만나요.,1,0.008334659,True,0.9916653,0.008334659
그럼 그녀가 오늘 사나요? ? 그럴 필요 없어 아아...,1,0.008382585,True,0.9916174,0.008382585
"아뇨, 무슨 일이 일어난 거죠?",1,0.008389378,True,0.9916106,0.008389378
갈색 물질의 작은 농도처럼. 정말 똑똑해요. 헤하오 방금 봤어,1,0.008393036,True,0.99160695,0.008393036
우리는 아침에 돌아옵니다. 서해안 공원에서 밤을 보내세요,1,0.008504691,True,0.9914954,0.008504691
몇 시에 퇴근하고 몇 시에 만날 수 있는지에 따라 다르죠... 거의 다 됐어요. 나 먼저 집에 갈까?,1,0.00850685,True,0.99149317,0.00850685
레오나 생일은 일요일에 우리는 금요일에 저녁 식사를 위해 만날 시간이 있나요?,1,0.0085243555,True,0.9914757,0.0085243555
오늘 밤 그곳 SCA에 함께 가실래요?,1,0.008544467,True,0.9914555,0.008544467
"아, 저번에 시험지에 나왔던 거 om espace ㅋㅋㅋ",1,0.008548259,True,0.9914518,0.008548259
"죄송합니다. 탄씨, 이번 금요일에 방을 예약할 수 있나요?",1,0.008553747,True,0.99144626,0.008553747
좋습니다. 시작하기 전에 알려주세요 lt,1,0.0085668,True,0.99143326,0.0085668
<name>이(가) 일어날 수 있다면 ㅋㅋㅋ,1,0.008584397,True,0.99141556,0.008584397
아이가 전자 학습을 다시 시작하라고 보냈습니다.,1,0.008623273,True,0.99137676,0.008623273
좋아요! 그래서 나는 오늘 4가지를 가지고 있고 모든 것을 이깁니다.,1,0.008672017,True,0.99132794,0.008672017
항목에 tat을 추가하겠습니다. 그런데 왜 그 사람이 너무 괴짜예요. 그 사람 조금이라도 변할 수 없을까.,1,0.0087464005,True,0.99125355,0.0087464005
버스를 탔어요 :),1,0.008807945,True,0.99119204,0.008807945
팔라완 해변 끝,1,0.008867261,True,0.9911328,0.008867261
하하하 그렇군요. 나도 당신에게 할 말이 있어요.,1,0.008905574,True,0.9910944,0.008905574
그렇다면 왜 누군가를 고용해야 할까요? :),1,0.008906584,True,0.99109346,0.008906584
K 중요한 사항은 나중에 전화하고 싶어요.,1,0.008925681,True,0.9910744,0.008925681
모든 것을 잡아라 :-,1,0.008936287,True,0.9910637,0.008936287
인버터 팬 써본 사람 있어? 과대광고할 가치가 있나요? 고려해야 할 추천 브랜드가 있나요?,1,0.008951726,True,0.9910483,0.008951726
사람들에게 트위터로 인터넷에 문제가 있는지 물어보는 건 멍청한 짓이겠지만... 어쨌든 할게요.,1,0.0089546675,True,0.9910453,0.0089546675
정말... 하지만 정말 오래 기다리셔야 합니다... 그래서 시험 날짜를 미리 예약해 두세요...,1,0.008963122,True,0.9910369,0.008963122
나는 아무것도 생각하지 않습니다. 이제 내가 뭔가 생각하고 있다는 말이 무슨 뜻인지 말해봐,1,0.008981074,True,0.99101895,0.008981074
그거 너무 늦었어 에에. 이번주말 가능할까요?,1,0.009009749,True,0.9909903,0.009009749
어둠을 두려워하는 아이가 밤새도록 밖에 나가고 싶어하는 십대가 되는 데 왜 그렇게 짧은 시간이 걸리는 걸까요?,1,0.009017194,True,0.99098283,0.009017194
어둠을 두려워하는 아이가 밤새도록 밖에 나가고 싶어하는 십대가 되는 데 왜 그렇게 짧은 시간이 걸리는 걸까요?,1,0.009017194,True,0.99098283,0.009017194
ㅋㅋㅋ 나도 그런 적 없어. 하지만 그 종교 쇠퇴를 뒷받침하는 기사를 찾는 것입니다,1,0.009042676,True,0.99095726,0.009042676
우리가 그곳을 탐험했던 때를 기억하시나요? 좋은 시간!,1,0.009075902,True,0.99092406,0.009075902
"나, 난 또 모르겠어 oh",1,0.009086943,True,0.99091303,0.009086943
마슬링을 하면 더 빨리 볼 수 있어요!!,1,0.009127751,True,0.9908723,0.009127751
응 나 지금 학교에 있어.. 지금은 7시까지 무료고 10시까지 수업을 받어. 왜 레이?,1,0.009141942,True,0.990858,0.009141942
Joey: 린 케어 소개,1,0.009158932,True,0.99084103,0.009158932
좋아요 그리고 밖에 있는 사람들에게 내 지갑이 있는지 물어보세요 파란색 지갑에는 현금이 100달러 있어요,1,0.009162321,True,0.99083763,0.009162321
내가 얻은 돈 번호 946번 다음에 뭘 할 것인가,1,0.00917585,True,0.9908242,0.00917585
음 졸린 것 같아. 오늘 바로 내가 그걸 얻을거야 자기야,1,0.009231657,True,0.9907684,0.009231657
안녕하세요 그녀에게 2정액을 물어보세요 :),1,0.009267594,True,0.99073243,0.009267594
리 메이.. 도움이 필요해요.. 엑셀 시트 인쇄하는 것을 도와주실 수 있나요.. 페이지를 제대로 설정하는 방법을 모르겠어요..,1,0.00927578,True,0.99072427,0.00927578
"잘 자고 좋은 꿈 꾸세요 자기야, 사랑해요",1,0.009282468,True,0.9907175,0.009282468
그래서 당신이 오고 있어요. 에스플러네이드에 있어야합니다.,1,0.009314301,True,0.99068564,0.009314301
"아니요, MS입니다. 아니요 p. 그리고 안돼.",1,0.009320622,True,0.9906793,0.009320622
"아, 전화를 놓쳐서 미안해요. 무슨 일이야?",1,0.009360925,True,0.9906391,0.009360925
아. 얼음. 우리는 내부에 있습니다.:-),1,0.009422244,True,0.9905778,0.009422244
칼리 이브 모이,1,0.009446783,True,0.99055326,0.009446783
내 XXX 사진을 보고 싶나요? 너무 섹시해서 영국에서는 거의 금지되었습니다!,1,0.0094563505,True,0.99054366,0.0094563505
내 XXX 사진을 보고 싶나요? 너무 섹시해서 영국에서는 거의 금지되었습니다!,1,0.0094563505,True,0.99054366,0.0094563505
Mr. Soh Le에게 알려야 합니다.,1,0.009559192,True,0.99044085,0.009559192
KK는 4 플러스에 도달,1,0.009725803,True,0.99027425,0.009725803
"꽤 황미우지만, 신화가 잘 쓰여졌으니 그래도 나쁘지는 않습니다.",1,0.009727236,True,0.9902728,0.009727236
"하하하 맙소사, 시아를 속이세요! 오>< 사람들이 일찍 일어나고 싶어할 줄 알았거든요! 흠, 아니면 어느 날 왔는데 더 일찍 와서 내가 가르쳐 주고 나서 더 일찍 떠나는 거야?",1,0.009780674,True,0.9902193,0.009780674
지금은 부모님과 함께 젠팅 중이에요. 내가 해낼 수 있을 것 같지는 않은데. 너희들은 lar를 즐긴다. 다음에 너랑 같이 갈게...,1,0.009795547,True,0.99020445,0.009795547
ㅋㅋㅋ 뭐야 하하하 뭐야 하하하 아니 사실은 널 스토킹하려고 남자를 고용한 거야,1,0.009917775,True,0.9900822,0.009917775
죄송합니다! 저는 스타벅스로 운전해서 가던 중이었어요 :,1,0.009921522,True,0.99007845,0.009921522
너 그 사람한테 집중하는 걸 잊었구나 나 완전 망가졌어,1,0.010024714,True,0.9899753,0.010024714
왜 전화할 수 없는지 모르겠습니다 ):,1,0.010113455,True,0.9898865,0.010113455
당신은 최고입니다! ?? 계속 빛나고 흔들어 보세요!,1,0.010176457,True,0.9898235,0.010176457
"내 말은, 그는 우리에게 그것을 줄 수 있는지 100 확신하는지에 대해 다시 전화할 것이지만 아마도 그럴 수 있을 것입니다.",1,0.010176946,True,0.98982304,0.010176946
"하하하하하 아이틱! 응, 물론 그럴 수 있지! 나는 너무 멀리 앉아도 알 수 있습니다! :디",1,0.010192844,True,0.9898072,0.010192844
aj snigdha는 내일 수업이 있어서 문제가 생겼어요 캬 카룬 같이 가는 건 문제예요,1,0.010247239,True,0.98975277,0.010247239
헤헤:P 별명이 너무 없는 것 같아요!,1,0.010247885,True,0.98975205,0.010247885
":) 네, 좀 더 테이크아웃할 음식이 있어요. 나 먼저 쉬고 집에 무사히 가.",1,0.010297511,True,0.98970246,0.010297511
"응, 내 생각엔 그 사람이 나나 비벡에게 알려주는 게 더 편할 것 같아",1,0.010344737,True,0.98965526,0.010344737
하하 ic... 간바떼! 너무 일찍 잠이 안 올까봐 겁이 나네요 ㅋㅋㅋ 너무 일찍! 최신도 새벽 2시 ㅋㅋㅋ... 나쁘지 않네요 아 얘기 좀 ㅋㅋㅋ,1,0.010476359,True,0.9895236,0.010476359
와 흐흐 흐흐... 사실 나도 볼링 치고 싶어 ㅋㅋㅋ... 모순되네 ㅜㅜ... 물어봐 내가 4위인 걸 봐 tml ㅋㅋㅋ,1,0.010545657,True,0.9894544,0.010545657
나중에 Ã¼를 만날 거예요... 내가 도착하면 Ã¼에게 전화해 주세요...,1,0.01056058,True,0.9894394,0.01056058
"Bill, as in: 저한테 온 편지 있나요? 나는 오렌지색 지폐를 기대하고 있는데, 그 지폐에는 여전히 오렌지색이라고 적혀 있을 것입니다.",1,0.010560628,True,0.9894393,0.010560628
SMS를 입력했는데 답장이 왔어요. 어디 가세요?,1,0.01058573,True,0.9894142,0.01058573
SMS를 입력했는데 답장이 왔어요. 어디 가세요?,1,0.01058573,True,0.9894142,0.01058573
아아! 제가 잘못 lt로 갔더니 이제 lt33으로 가네요.,1,0.010785316,True,0.9892147,0.010785316
아뇨. 그들은 우리를 놀리기 마련이니 그냥 놀리도록 놔두세요.,1,0.010886435,True,0.98911357,0.010886435
지금 Ã¼에 전화하는 중입니다...,1,0.010899915,True,0.98910004,0.010899915
하하... 죄송해요 좀 흐릿해요 Liao... 너무 많은 교훈을 얻었네요... 그럼 당신의 삶은 어떤가요?,1,0.010955847,True,0.9890442,0.010955847
이제 바퀴벌레 -흰개미 -빈대 -쥐 -모든 해충을 제거하세요,1,0.011099469,True,0.98890054,0.011099469
당신의 항공편을 찾을 수 없어요,1,0.011102557,True,0.9888974,0.011102557
와트 버스는 sch frm amk로 이동합니다.,1,0.01112813,True,0.9888719,0.01112813
하하. Oic. 그래서 당신은 많은 것을 입어야 합니다. 나야? 넵 로아. 작은 오니. 케 리안 시아.,1,0.011162777,True,0.98883724,0.011162777
ㅋㅋㅋ 매 회가 설렘으로 가득 차 있어요! 나는 Liao 호스텔에 있습니다.,1,0.011239663,True,0.98876035,0.011239663
"네, 수요일에 만날 수 있어요. 문제가 무엇인지 알려주실 수 있나요?감사합니다! 즐거운 휴일 보내세요.",1,0.011285674,True,0.9887143,0.011285674
"문자 메시지의 링크가 가짜인지, 사기 웹사이트로 연결되는지 어떻게 알 수 있나요?",1,0.011580506,True,0.98841953,0.011580506
또한 여기에서 필요한 것이 있으면 알려주세요.,1,0.011697871,True,0.9883022,0.011697871
"안녕하세요 안드레아, 제 생각엔 세리가 마지막 사건을 끝내고 나면 아마 읽을 수 있을까요? 최대한 빨리 끝내도록 그를 괴롭혀야 할까요? 하하.",1,0.011737154,True,0.98826283,0.011737154
"안녕하세요, 4u의 새로운 노력을 응원합니다!",1,0.011948246,True,0.9880518,0.011948246
"아뇨, 거의 다 된 것 같아요. 그냥 내 침대에 누워있어. 엄마를 Liao iszit 사원으로 보내셨나요?",1,0.012097393,True,0.9879026,0.012097393
하하 왜냐하면 그 사람은 만료되는 바우처를 가지고 있었는데 누구한테 해야 할지 모르겠어요!,1,0.012556067,True,0.987444,0.012556067
찾았습니다.. 감사합니다..,1,0.012582022,True,0.98741794,0.012582022
알았어. 알았어. 그런데 이제 초음파는 모든 루프의 범위를 지정하지만 IR이 없을 때만 읽으며 속도가 약간 향상됩니다.,1,0.012931497,True,0.98706853,0.012931497
오늘 마리오와히 아프나 비디오게임 왈라를 만났어요. 저를 기억하시나요? 그는 아니라고 대답했어요. 카미네는 어린 시절을 모두 잃었어요. 당신의 생명을 구해주세요.,1,0.01305528,True,0.98694474,0.01305528
"맙소사, 그건 생각하지 못했어요! 넌 디스했어!!! 결승전을 즐겨보세요! <3",1,0.013141359,True,0.9868586,0.013141359
의욕 없음 liao ... 지금 내 책상에서 잠들어 ...,1,0.013194765,True,0.9868052,0.013194765
내 생각에는 안경을 쓰고 콘택트렌즈를 만드는 것 같아요. 오늘은 시간을 낭비하지 마세요. 운 좋게도 당신이 말해줬어요! 하하.,1,0.013342601,True,0.98665744,0.013342601
알겠습니다. 문제는 없습니다. 우리는 지금 가고 있어요,1,0.013431148,True,0.9865688,0.013431148
"ㅎㅎ 정말 바위같죠?!?!? 어쩌면 외국일지도 아, 그래서 나는 바위처럼 자요! 집에서 여기저기 물건을 걷어차는 편이에요 히히! 아 나도 그래요! 그냥 내 침대에는 안 돼 헤헤! 와 진짜요? 당신은 정말 예민해요:o 저는 LOL에 응답하지 않습니다.",1,0.013467185,True,0.9865328,0.013467185
나 ???? 매일 이렇게 집에서 놀고 있어요 ㅋㅋ 저랑 같이 즐길래여!! 연 락주세용 ㅋㅋ 전화번호:010????????,1,0.013516683,True,0.9864833,0.013516683
안녕하세요 저는 거기서 식사 중입니다. 음료수 근처.,1,0.013705318,True,0.9862947,0.013705318
"아뇨, BSS로 가라고 말하는 걸 깜빡했네요. ㅋㅋㅋ IC, 인증서, 통장을 지참하세요.",1,0.013770138,True,0.9862299,0.013770138
환불을 받으려면 첨부된 양식을 작성해 주세요.,1,0.013800036,True,0.9862,0.013800036
안녕하세요 오늘은 lt DECIMAL gt 에 늦었습니다. 분.,1,0.014012873,True,0.9859871,0.014012873
모르겠어요! 어쨌든 우리는 다른 남자를 찾았습니다. 집에 가거나 집에 머무르는 것을 선호합니까?,1,0.014099037,True,0.98590094,0.014099037
<name> 님이 내 물건은 깨끗해도 다 빨래 하라고 하세요.. 엄마는 내가 왜 똥을 다 씻는지 궁금해하실 것 같아요,1,0.0142658325,True,0.9857342,0.0142658325
SMS. ac JSco: 에너지는 높지만 2채널이 어디에 있는지 모를 수도 있습니다. 2일 당신의 리더십 능력은 강력합니다. 무당? 질문과 함께 ANS에 답장하세요. 끝? 답장 END JSCO,1,0.014423444,True,0.98557657,0.014423444
SMS. ac JSco: 에너지는 높지만 2채널이 어디에 있는지 모를 수도 있습니다. 2일 당신의 리더십 능력은 강력합니다. 무당? 질문과 함께 ANS에 답장하세요. 끝? 답장 END JSCO,1,0.014423444,True,0.98557657,0.014423444
부서는 그다지 중요하지 않습니다.. 거기서 하는 일이 더 중요합니다.. SCM에 요청해 보세요.. 전략적 변화 관리.. 그들은 시스템을 더 좋게 만드는 방법을 알아냅니다.,1,0.014454087,True,0.98554593,0.014454087
하하 맙소사!! 으악 하하하 그럼 대체 누가 치비라고 생각한 걸까요???하하하 세상에!! 하하 당신은 나에게 정말 친절해요 하하! 아침! 나의 큰 사촌은 당신보다 < >살 더 많습니다! 그리고 미혼! :영형,1,0.014469412,True,0.9855306,0.014469412
이건 널 위한 거야 내 사랑 ummmmaaaahh,1,0.014520287,True,0.98547965,0.014520287
아아 알았어. 확인하는 데 도움이 될 것입니다. ar를 사고 싶나요? 더 저렴합니까?,1,0.01453648,True,0.9854635,0.01453648
"ㅋㅋㅋ 우리는 마작라를 하고 싶어요. 하하, 오늘 하루 종일 무료인 줄 알았어요.",1,0.01456654,True,0.98543346,0.01456654
"친애하는 선생님, 주문을 위해 전화주세요",1,0.014573387,True,0.98542666,0.014573387
오기 전에 준비할 수 있도록 메시지를 보내주세요,1,0.014805717,True,0.98519427,0.014805717
"하하 뭐야 내 휴대폰에 메시지가 두 개밖에 안 왔어.. 하하 금요일도 미쳤어, 생화학은 많은 걸 외워야 해.. 시안 내가 왜 그렇게 멍청해서 중국어를 실패했는지 T.T 난 정말 망할 감자야:/ 하하 멋지다!",1,0.014813176,True,0.9851869,0.014813176
안녕 자기야 오늘은 어때? 나는 대화를 나누고 싶습니다. 당신의 외모와 섹시함은 무엇인지 말해 보세요.,1,0.014916807,True,0.9850832,0.014916807
안녕 자기야 오늘은 어때? 나는 대화를 나누고 싶습니다. 당신의 외모와 섹시함은 무엇인지 말해 보세요.,1,0.014916807,True,0.9850832,0.014916807
알겠습니다. 불편을 끼쳐드려 죄송합니다. 하하.,1,0.015058435,True,0.98494154,0.015058435
"Airbnb: 근배, 월 일- 월 일, 안마루의 다용실에 수건,칫솔,치약,화장지,커피,해초국수...",1,0.015358987,True,0.984641,0.015358987
저도요! 좋은 밤 되세요 XXX,1,0.015390764,True,0.98460925,0.015390764
"나는 덜 중요해지고 그 사람은 더 중요해져야 합니다. 존 <TIME> 주님을 찬양합니다! 행복한 하루 보내시고, 하나님의 사랑이 가득한 행복한 주말 보내세요 :-):-)",1,0.015625793,True,0.9843742,0.015625793
거..가/.입/하기딱좋은날씨네 갈땐가더라도한번둘러보는건괜찮자나?bit.ly/ vi Rg com,1,0.0156548,True,0.98434526,0.0156548
"하하하 그래요 점심은 먹어야죠! ㅋㅋㅋ 아아 근데 xx ㅋㅋㅋㅋㅋ 괜찮아 괜찮아!!! 우하하 네 밤에 많이 돌아다녀요! 그래서 내 담요, 받침, 베개가 때때로 바닥에 떨어지곤 합니다. 하하. 에에, 모르겠어, 그냥 나간다고? 어차피 아빠는 나한테 이메일을 보내달라고 할 거야!",1,0.015980821,True,0.98401916,0.015980821
잘. 수정되었습니다,1,0.016147379,True,0.9838526,0.016147379
"아니, 그렇지 않습니다. 우리만 있다면 그런 문제는 없을 것입니다. 나는 주로 이것이 그들이 pk에게 우리에게 지그를 하라고 지시하는 때와 같기 때문에 폭발합니다.",1,0.016352871,True,0.98364717,0.016352871
으아 알았어!!! 오프라인 메시지를 남겨주세요!! 하하 v 질질 끌 것 같아요 하하 ._.,1,0.01641664,True,0.9835834,0.01641664
XXXMobileMovieClub: 크레딧을 사용하려면 다음 문자 메시지에서 WAP 링크를 클릭하거나 여기를 클릭하세요>> <URL> xxxmobilemovieclub.com?n QJKGIGHJJGCBL,0,0.016499244,True,0.016499244,0.9835007
bful 볼리우드 디바는 당신의 마음을 사로잡을 것입니다 이미지 비디오를 클릭하여 무료로 다운로드하려면 httptinyurlcomjpzv를 클릭하세요.,0,0.016537962,True,0.016537962,0.9834621
인류의 고향 기금에 기부 <URL> .ae uaehomeland,0,0.016543407,True,0.016543407,0.98345655
Tap Smash 앱을 다운로드하고 새로운 무료 재충전 혜택을 받으세요. Tap Smash 앱을 설치하세요. 여기를 클릭하세요 httpgooglxsls,0,0.016544502,True,0.016544502,0.98345554
크리스마스의 모든 달콤한 마법이 당신의 마음을 기쁘게 하기 위해 공모하길 바랍니다. spl 노래를 얻으려면 httptinyurlcomorffnk를 클릭하여 무료로 다운로드하세요.,0,0.01674066,True,0.01674066,0.9832593
이중 제안 서둘러 책 부지 lac 평방피트 사무실 무료 지불 이제 소유 권한 승인 주거용 부지 전화로 휴식하세요,0,0.016859056,True,0.016859056,0.98314095
"네, 그렇습니다. 전체적인 신체를 고려한다면. 상체만 생각하면 더 더워요. 아빠가 나를 데리러 오시기를 기다리고 있어요.",1,0.016930247,True,0.9830698,0.016930247
Rs.2500 기프트 카드를 선택하세요. 지금 상품을 받으려면 링크를 클릭하세요 <URL> Bhai 다가오는 온라인 판매 중에 이것을 사용할 수 있습니다.. Yipee,0,0.016955541,True,0.016955541,0.98304445
이베이에서 sandisk gb pendrive rs를 구매하는 쉬운 단계 httpbitlyzdtak 로그인 클릭 쿠폰 적용 ltgtpjqz 한정 주식 선착순 서둘러,0,0.017113712,True,0.017113712,0.98288625
그는 MS가 끝나면 나에게 연락하라고 했어요,1,0.017137872,True,0.9828621,0.017137872
최신 주문을 확인하려면 주문번호로 부재중 전화를 무료로 보내주세요.,0,0.01715453,True,0.01715453,0.9828455
축하합니다 D Kanthamma 귀하는 디지털 건강 여정을 향한 첫 걸음을 내디뎠습니다. ABHA XX-XXXX-XXXX XXXX 여기를 클릭하세요,0,0.017293522,True,0.017293522,0.98270655
썬텍. 잘못 입력했어요. 하하. 나는 당신에게 SMS를 전달합니다..,1,0.01732672,True,0.9826733,0.01732672
여자가 프로포즈를 하지 않는 이유는 여자가 무릎을 꿇자마자 남자가 압축을 풀기 시작하기 때문이다.,1,0.017366614,True,0.9826334,0.017366614
